,"bilingu_wordpair","en_wordpair","en_word_1","en_word_2","cs_wordpair","cs_word_1","cs_word_2","cs_annotator_ 1","cs_annotator_ 2","cs_annotator_ 3","cs_annotator_ 4","cs_annotator_ 5","cs_annotator_ 6","cs_annotator_ 7","cs_annotator_ 8","cs_annotator_ 9","cs_annotator_ 10","cs_annotator_ 11","cs_annotator_ 12","cs_annotator_ 13","cs_annotator_ 14","cs_annotator_ 15","cs_annotator_ 16","cs_annotator_ 17","cs_annotator_ 18","cs_annotator_ 19","cs_annotator_ 20","cs_annotator_ 21","cs_annotator_ 22","cs_annotator_ 23","cs_annotator_ 24","cs_annotator_ 25","cs upper CI","cs mean","cs lower CI"
"422","planet-constellation_planeta-konstelace","planet-constellation","planet","constellation","planeta-konstelace","planeta","konstelace",8,"2",7,"7",7,6,10,4,"9",7,5,8,5,"8.5","8","5",6,"8","6",6,7,5,"4.5",6,6,"15.6253737969589","10.4","5.17462620304113"
"423","planet-constellation_planeta-souhvězdí","planet-constellation","planet","constellation","planeta-souhvězdí","planeta","souhvězdí",6,"4",7,"7",7,3,10,5,"8",8,5,7,7,"8.9","8","7.5",6,"8","7",6,10,8,"6",6,7,"16.8862110902835","11.28","5.67378890971651"
"424","planet-galaxy_planeta-galaxie","planet-galaxy","planet","galaxy","planeta-galaxie","planeta","galaxie",7,"7",7,"8",9,6,10,8,"9",8,8,7,9,"8.5","7","8",7,"8","7",8,10,8,"6",7,8,"17.2542212220484","12.16","7.0657787779516"
"425","planet-moon_planeta-měsíc","planet-moon","planet","moon","planeta-měsíc","planeta","měsíc",6,"4",7,"7",9,5,0,5,"9",8,8,6,8,"8.5","7","8",7,"5","7",6,7,9,"7",7,7,"16.0185761177483","10.8","5.5814238822517"
"426","planet-people_planeta-lidé","planet-people","planet","people","planeta-lidé","planeta","lidé",7,"4",5,"8",8,5,9,7,"7",8,7,7,7,"8.7","7","5",3,"6","6",7,9,7,"5",5,4,"15.7650716075762","10.44","5.11492839242381"
"427","planet-space_planeta-vesmír","planet-space","planet","space","planeta-vesmír","planeta","vesmír",7,"6",7,"8",9,9,10,8,"9",8,9,6,8,"8.5","7","7",8,"9","8",7,10,8,"8.5",7,8,"17.9049933606806","12.68","7.45500663931938"
"428","planet-star_planeta-hvězda","planet-star","planet","star","planeta-hvězda","planeta","hvězda",8,"2",7,"7",9,8,10,8,"9",7,6,8,9,"8.5","9","8.5",8,"8","7",7,10,8,"7.5",7,9,"17.2106597656916","12.08","6.94934023430843"
"429","planet-sun_planeta-slunce","planet-sun","planet","sun","planeta-slunce","planeta","slunce",8,"7",7,"7",9,5,10,8,"9.5",7,6,9,10,"8.6","7","7.5",8,"7","7",7,10,8,"6",7,8,"17.1514841947598",12,"6.84851580524019"
"430","population-development_populace-vývoj","population-development","population","development","populace-vývoj","populace","vývoj",8,"2.5",5,"2",5,7,9,4,"10",8,7,7,7,"8.7","9","6.5",4,"8.9","7",5,7,5,"5",2,6,"15.6093146821509","10.04","4.47068531784913"
"431","population-development_populace-rozvoj","population-development","population","development","populace-rozvoj","populace","rozvoj",5,"5",6,"4",9,9,2,6,"4",7,7,8,6,"8.6","7","5.5",6,"7.5","6",6,10,3,"6",5,5,"15.507157166966","10.16","4.81284283303397"
"432","possibility-girl_možnost-dívka","possibility-girl","possibility","girl","možnost-dívka","možnost","dívka",0,"0.5",0,"1",1,0,2,0,"2",6,1,5,3,"4.5","4","1",1,"5","1",3,2,1,"1",0,0,"6.70973356488721","3.72","0.730266435112791"
"433","possibility-girl_možnost-děvče","possibility-girl","possibility","girl","možnost-děvče","možnost","děvče",2,"1",0,"1",1,0,0,0,"2",5,1,6,3,"5.6","1","4",2,"7","5",2,5,0,"1.5",1,0,"8.30353821910855","4.68","1.05646178089145"
"434","practice-institution_postup-instituce","practice-institution","practice","institution","postup-instituce","postup","instituce",5,"0",6,"3",9,5,0,1,"3",8,1,7,2,"6.3","2","2",1,"6","5",2,4,1,"3",5,0,"9.85364347826981","6.08","2.30635652173019"
"435","practice-institution_praxe-instituce","practice-institution","practice","institution","praxe-instituce","praxe","instituce",5,"3",4,"1",4,1,0,3,"7",7,4,1,4,"7.6","2","4",4,"6","3",3,5,2,"3",2,2,"11.4767078697973","6.72","1.96329213020275"
"436","practice-institution_výcvik-instituce","practice-institution","practice","institution","výcvik-instituce","výcvik","instituce",7,"0",2,"1",2,2,0,0,"6",6,4,5,4,"3.9","2","1",1,"2","4",0,7,3,"3",3,0,"7.10089119114854","4.52","1.93910880885146"
"437","precedent-antecedent_precedent-antecedent","precedent-antecedent","precedent","antecedent","precedent-antecedent","precedent","antecedent",6,"8",0,"9",4,7,9,10,"8",7,1,8,8,"9.5","2","8",9,"8","9",5,2,2,"4",2,0,"16.9713989365553","10.6","4.22860106344471"
"438","precedent-cognition_precedent-vědomí","precedent-cognition","precedent","cognition","precedent-vědomí","precedent","vědomí",2,"6.5",0,"4",1,3,0,3,"9.5",6,1,2,3,"4.3","1","2",2,"3","1",4,2,2,"4.5",0,2,"8.04684969560089","5.08","2.11315030439911"
"439","precedent-cognition_precedent-poznávání","precedent-cognition","precedent","cognition","precedent-poznávání","precedent","poznávání",4,"3",2,"1",4,0,0,0,"7",4,3,6,4,"6","9","4",3,"5","5",3,0,1,"4",0,0,"9.66566483147135","5.88","2.09433516852865"
"440","precedent-cognition_precedent-poznání","precedent-cognition","precedent","cognition","precedent-poznání","precedent","poznání",2,"2",2,"1",2,0,0,1,"9",4,2,6,4,"4.6","8","2",2,"2","6",3,2,1,"6.5",1,0,"8.44954616308276","5.28","2.11045383691724"
"441","precedent-cognition_precedent-poznávací","precedent-cognition","precedent","cognition","precedent-poznávací","precedent","poznávací",5,"3",4,"1",2,0,0,0,"7",6,3,2,5,"2.1","7","4",1,"4","5",4,0,1,"7.5",0,0,"6.95714817733892","4.84","2.72285182266108"
"442","precedent-collection_precedent-kolekce","precedent-collection","precedent","collection","precedent-kolekce","precedent","kolekce",4,"4",0,"1",1,0,0,0,"0",2,1,2,4,"0.8","0","4.5",1,"6","2",4,0,1,"1",0,0,"4.29306098537241","2.8","1.30693901462759"
"443","precedent-collection_precedent-sbírka","precedent-collection","precedent","collection","precedent-sbírka","precedent","sbírka",0,"2",2,"1",0,0,0,4,"2",2,5,2,6,"0.2","2","5",1,"4","3",5,7,1,"0.5",0,0,"4.42101885548159","3.2","1.97898114451841"
"444","precedent-collection_precedent-soubor","precedent-collection","precedent","collection","precedent-soubor","precedent","soubor",3,"2",1,"5",2,0,0,0,"6",2,1,3,3,"4.3","1","5",0,"5","3",5,0,2,"5",0,0,"7.69545177133816","4.72","1.74454822866184"
"445","precedent-example_precedent-příklad","precedent-example","precedent","example","precedent-příklad","precedent","příklad",4,"4",8,"2",5,2,9,6,"9.5",10,5,9,4,"9.2","9","8",6,"5","9",4,1,6,"9.5",5,3,"16.8442748439731","10.72","4.59572515602685"
"446","precedent-group_precedent-skupina","precedent-group","precedent","group","precedent-skupina","precedent","skupina",8,"1",0,"1",3,0,0,0,"5",8,2,4,4,"3","2","4",1,"4","5",3,0,1,"2.5",0,0,"6.34155376543834","4.2","2.05844623456166"
"447","precedent-information_precedent-informace","precedent-information","precedent","information","precedent-informace","precedent","informace",4,"2",2,"2",3,0,0,0,"8",4,3,6,4,"2","2","4",1,"2","6",2,1,1,"4",1,0,"5.81404012134123","4.16","2.50595987865877"
"448","precedent-law_precedent-zákon","precedent-law","precedent","law","precedent-zákon","precedent","zákon",7,"2",5,"6",5,9,10,7,"7",7,4,7,7,"8.7","9","8",8,"3","8",8,6,5,"7",5,6,"15.8529058111516","10.48","5.10709418884841"
"449","precedent-law_precedent-právo","precedent-law","precedent","law","precedent-právo","precedent","právo",5,"1",7,"6",7,8,4,8,"8",8,6,8,4,"6.7","8","6",8,"4","7",8,10,5,"8",6,6,"13.5544843240503","9.72","5.88551567594973"
"450","prejudice-recognition_předsudek-posouzení","prejudice-recognition","prejudice","recognition","předsudek-posouzení","předsudek","posouzení",4,"5",7,"7",5,0,8,3,"7.5",8,1,7,3,"7.8","5","8",3,"6","6",4,3,3,"9",7,7,"14.510326716098","9.48","4.44967328390202"
"451","prejudice-recognition_předsudek-uznání","prejudice-recognition","prejudice","recognition","předsudek-uznání","předsudek","uznání",2,"2",5,"4",5,0,9,0,"4",6,1,4,5,"4.3","7","5",2,"4","5",3,6,2,"7",5,8,"9.55368587488203","6.72","3.88631412511797"
"452","prejudice-recognition_předsudek-rozpoznání","prejudice-recognition","prejudice","recognition","předsudek-rozpoznání","předsudek","rozpoznání",2,"1",6,"2",6,0,9,0,"4",6,1,7,3,"6.4","1","2",1,"6","2",2,4,3,"5",5,5,"10.1825242626902","6.32","2.45747573730983"
"453","preservation-world_zachování-svět","preservation-world","preservation","world","zachování-svět","zachování","svět",6,"2",1,"4",8,5,0,0,"7",7,1,2,3,"9","2","5",4,"6","5",2,8,1,"0",2,1,"13.2860511999191","7.28","1.27394880008087"
"454","president-medal_prezident-medaile","president-medal","president","medal","prezident-medaile","prezident","medaile",5,"4",4,"7",3,6,9,5,"6",5,2,7,5,"6","3","6",4,"5","4",4,8,6,"5",5,5,"11.6781436793842","8.2","4.7218563206158"
"455","problem-airport_problém-letiště","problem-airport","problem","airport","problém-letiště","problém","letiště",6,"1",1,"1",6,0,9,0,"3",6,1,4,3,"4.4","3","3",1,"3","4",2,5,1,"1",1,0,"7.483966535365","4.68","1.876033464635"
"456","problem-challenge_problém-výzva","problem-challenge","problem","challenge","problém-výzva","problém","výzva",2,"3",4,"5",7,1,9,0,"9",7,2,7,6,"9.6","3","7.5",3,"6","8",3,9,2,"7.5",6,9,"16.2828773175253","9.88","3.47712268247471"
"457","production-crew_produkce-štáb","production-crew","production","crew","produkce-štáb","produkce","štáb",6,"4",7,"4",7,7,10,6,"6",8,5,8,10,"9","8","6",6,"5","7",5,10,4,"9.5",7,7,"17.0131144883388","11.24","5.46688551166117"
"458","production-crew_produkce-obsluha","production-crew","production","crew","produkce-obsluha","produkce","obsluha",3,"1",0,"1",7,0,0,0,"3",6,1,0,5,"2.1","4","4",1,"3","2",3,5,0,"3.5",2,0,"5.36042071506088","3.72","2.07957928493912"
"459","production-crew_produkce-posádka","production-crew","production","crew","produkce-posádka","produkce","posádka",3,"1",0,"2",2,0,0,0,"2",7,1,0,3,"2","1","3",0,"3","5",1,2,0,"2",0,0,"4.43158555466472","2.92","1.40841444533528"
"460","production-crew_výroba-posádka","production-crew","production","crew","výroba-posádka","výroba","posádka",2,"0",0,"1",2,0,0,0,"1",3,1,0,1,"1.7","0","2",0,"5","4",0,1,0,"0.5",0,0,"3.54154525012897","2.12","0.698454749871027"
"461","production-hike_výroba-túra","production-hike","production","hike","výroba-túra","výroba","túra",8,"0",0,"1",0,0,0,0,"0",2,1,0,4,"0.3","1","0",1,"5","3",0,0,1,"0",0,0,"2.9735824008152","1.8","0.626417599184797"
"462","production-hike_produkce-túra","production-hike","production","hike","produkce-túra","produkce","túra",2,"0",0,"2",0,0,0,0,"3",6,1,0,2,"1.8","0","1",0,"3","5",0,0,0,"0",0,0,"3.4537980238327","2.08","0.706201976167305"
"463","production-hike_produkce-výlet","production-hike","production","hike","produkce-výlet","produkce","výlet",4,"0",0,"1",2,0,0,0,"2",5,1,0,4,"0.8","0","3",1,"4","3",0,1,0,"0",0,0,"3.26297952341842","2.16","1.05702047658158"
"464","professor-cucumber_profesor-okurka","professor-cucumber","professor","cucumber","profesor-okurka","profesor","okurka",0,"0",0,"0",3,0,0,0,"0",3,1,0,0,"0","1","1",0,"2","4",0,0,0,"0",0,0,"1.66464905201115","1.04","0.415350947988853"
"465","professor-doctor_profesor-doktor","professor-doctor","professor","doctor","profesor-doktor","profesor","doktor",8,"4",6,"4",6,9,10,3,"9",8,4,7,8,"9.3","4","8",7,"7","7",4,10,6,"8.5",7,8,"17.4832136058838","11.48","5.47678639411619"
"466","profit-loss_zisk-ztráta","profit-loss","profit","loss","zisk-ztráta","zisk","ztráta",8,"8",7,"8",8,9,10,10,"9",8,5,10,10,"10","8","9",7,"5","9",7,10,9,"9",6,10,"12.4702461227362","10.68","8.88975387726376"
"467","profit-warning_zisk-varování","profit-warning","profit","warning","zisk-varování","zisk","varování",2,"1",2,"1",2,0,2,0,"5",2,1,3,3,"4","1","2",2,"2","4",1,4,4,"3.5",0,0,"6.61775861057015","3.96","1.30224138942985"
"468","psychology-anxiety_psychologie-úzkost","psychology-anxiety","psychology","anxiety","psychologie-úzkost","psychologie","úzkost",7,"7",5,"6",8,8,10,4,"8",8,4,7,7,"4","7","7",5,"5","6",3,10,5,"8.5",7,5,"12.1259243155808","9.44","6.7540756844192"
"469","psychology-clinic_psychologie-klinika","psychology-clinic","psychology","clinic","psychologie-klinika","psychologie","klinika",7,"4",5,"7",7,7,10,4,"7",4,4,7,8,"7","3","6",6,"6","8",6,6,8,"7",5,6,"13.7309234410578","9.68","5.62907655894216"
"470","psychology-cognition_psychologie-poznávání","psychology-cognition","psychology","cognition","psychologie-poznávání","psychologie","poznávání",10,"7",6,"8",7,8,8,8,"9",7,4,6,7,"9","5","6",7,"6","7",8,9,6,"7.75",5,7,"17.2160862998935","11.56","5.90391370010649"
"471","psychology-cognition_psychologie-poznání","psychology-cognition","psychology","cognition","psychologie-poznání","psychologie","poznání",8,"6",6,"7",8,8,10,4,"9",7,6,8,8,"8.9","7","7",5,"6","6",6,7,5,"8.25",7,5,"16.9843665724184","11.36","5.73563342758164"
"472","psychology-cognition_psychologie-vědomí","psychology-cognition","psychology","cognition","psychologie-vědomí","psychologie","vědomí",9,"5",7,"5",8,4,8,7,"9",7,6,7,4,"9","8","7",7,"6","8",6,10,8,"7.75",7,6,"17.0221080056995","11.36","5.69789199430053"
"473","psychology-cognition_psychologie-poznávací","psychology-cognition","psychology","cognition","psychologie-poznávací","psychologie","poznávací",7,"5",5,"6",6,3,5,3,"9",8,6,6,6,"9.6","5","4",4,"6","8",5,3,2,"9",7,2,"16.6036312520135","10.2","3.79636874798645"
"474","psychology-depression_psychologie-deprese","psychology-depression","psychology","depression","psychologie-deprese","psychologie","deprese",9,"7",7,"7",8,8,10,4,"10",7,6,8,9,"6.8","7","6.5",8,"5","8",3,10,7,"7.5",7,7,"14.295828003896","10.44","6.58417199610404"
"475","psychology-discipline_psychologie-disciplína","psychology-discipline","psychology","discipline","psychologie-disciplína","psychologie","disciplína",7,"5",2,"8",7,6,0,4,"9",7,5,7,6,"9.3","7","7.5",4,"5","7",4,10,2,"7",1,7,"16.3489073169884","10.24","4.13109268301161"
"476","psychology-doctor_psychologie-lékař","psychology-doctor","psychology","doctor","psychologie-lékař","psychologie","lékař",9,"3",4,"8",8,1,10,7,"8",6,5,8,7,"8.6","4","7.5",8,"8","8",5,6,8,"6.75",5,4,"16.1846265704112","10.8","5.41537342958881"
"477","psychology-doctor_psychologie-doktor","psychology-doctor","psychology","doctor","psychologie-doktor","psychologie","doktor",9,"5",4,"7",7,4,8,7,"8",6,5,7,6,"8.6","3","7",6,"5","7",4,8,8,"3.75",5,6,"15.3931430212144","10.12","4.84685697878557"
"478","psychology-fear_psychologie-strach","psychology-fear","psychology","fear","psychologie-strach","psychologie","strach",9,"4.5",7,"2",5,4,9,0,"6",7,2,8,6,"5.6","2","7",5,"5","6",4,8,7,"8",6,6,"12.0957780999918","8.68","5.26422190000823"
"479","psychology-Freud_psychologie-Freud","psychology-Freud","psychology","Freud","psychologie-Freud","psychologie","Freud",9,"9",8,"8",9,8,10,8,"10",8,8,8,9,"9.8","8","7.5",7,"9.9","9",7,10,9,"8",8,7,"19.9171089983851","13.52","7.12289100161488"
"480","psychology-health_psychologie-zdraví","psychology-health","psychology","health","psychologie-zdraví","psychologie","zdraví",9,"6",6,"7",6,5,9,6,"9",7,4,7,4,"8","8","5",5,"6","7",4,9,7,"8.5",6,5,"15.4644993200526","10.56","5.65550067994735"
"481","psychology-mind_psychologie-mysl","psychology-mind","psychology","mind","psychologie-mysl","psychologie","mysl",9,"7.5",6,"7",8,5,10,6,"9",7,6,8,6,"9.2","9","7.5",7,"8","8",7,9,8,"9",7,7,"18.3637642010569","12.48","6.59623579894313"
"482","psychology-mind_psychologie-duše","psychology-mind","psychology","mind","psychologie-duše","psychologie","duše",8,"6",7,"6",6,8,10,7,"9",8,6,7,7,"9.8","8","6",5,"8","8",2,10,8,"9",7,6,"18.5892023912703","12.2","5.81079760872965"
"483","psychology-psychiatry_psychologie-psychiatrie","psychology-psychiatry","psychology","psychiatry","psychologie-psychiatrie","psychologie","psychiatrie",9,"6",9,"8.5",9,5,10,7,"10",8,6,8,4,"9.7","4","9",9,"7.5","8",7,10,8,"9.5",8,9,"18.9642917168369","12.64","6.31570828316307"
"484","psychology-science_psychologie-věda","psychology-science","psychology","science","psychologie-věda","psychologie","věda",9,"6",7,"9",8,8,5,3,"8",8,8,8,10,"8.2","6","7",9,"9","7",6,9,7,"8",4,7,"17.0145556823914","11.92","6.82544431760861"
"485","reason-criterion_rozum-kritérium","reason-criterion","reason","criterion","rozum-kritérium","rozum","kritérium",6,"3",7,"1",4,0,5,3,"7",7,1,7,2,"7","3","6",4,"8","5",2,6,1,"7.5",5,6,"12.475349541944","8.04","3.604650458056"
"486","reason-criterion_příčina-kritérium","reason-criterion","reason","criterion","příčina-kritérium","příčina","kritérium",1,"0",6,"1",2,0,2,1,"5",6,2,8,6,"6.7","7","4",3,"5","6",2,1,2,"7.5",0,7,"10.8280545905956","6.6","2.37194540940438"
"487","reason-criterion_důvod-kritérium","reason-criterion","reason","criterion","důvod-kritérium","důvod","kritérium",4,"0",3,"1",6,0,0,0,"8",6,2,8,4,"1","7","4",2,"6","6",2,5,1,"8",2,4,"7.2292087202324","5.2","3.1707912797676"
"488","reason-hypertension_rozum-hypertenze","reason-hypertension","reason","hypertension","rozum-hypertenze","rozum","hypertenze",7,"1",0,"1",2,0,0,0,"3",6,1,2,3,"4","4","3",0,"7","2",0,0,1,"1.5",0,0,"6.96966990051541","4.04","1.11033009948459"
"489","reason-hypertension_příčina-hypertenze","reason-hypertension","reason","hypertension","příčina-hypertenze","příčina","hypertenze",3,"3",3,"1",6,5,6,3,"7",8,3,3,5,"7.2","6","4.5",3,"8.5","3",4,6,3,"2",4,6,"12.2569378518192","7.8","3.3430621481808"
"490","reason-hypertension_důvod-hypertenze","reason-hypertension","reason","hypertension","důvod-hypertenze","důvod","hypertenze",3,"2.5",2,"1",6,5,10,3,"7",7,3,3,6,"6.7","6","4.5",3,"8","3",2,1,3,"2",4,6,"11.4075613921261","7.32","3.23243860787386"
"491","record-number_záznam-číslo","record-number","record","number","záznam-číslo","záznam","číslo",3,"1",4,"3",8,8,9,2,"4",8,2,6,1,"6","4","4",2,"3","5",5,8,2,"5",4,4,"10.5878250185592","7.04","3.49217498144077"
"492","record-number_rekord-číslo","record-number","record","number","rekord-číslo","rekord","číslo",4,"2",7,"2",4,0,7,0,"9",6,3,7,3,"8.9","6","5",3,"5","5",2,8,3,"7.5",5,1,"14.4521562849576","8.56","2.66784371504245"
"493","registration-arrangement_registrace-dohoda","registration-arrangement","registration","arrangement","registrace-dohoda","registrace","dohoda",7,"2",4,"7",2,0,6,0,"3",7,1,6,8,"2.3","2","3",2,"2","5",3,1,1,"5.5",2,4,"7.01888684322475","5.2","3.38111315677525"
"494","registration-arrangement_registrace-sjednání","registration-arrangement","registration","arrangement","registrace-sjednání","registrace","sjednání",3,"2",7,"8",6,0,9,4,"8",4,3,7,5,"4.8","4","8",2,"6","2",2,1,2,"3.5",4,6,"10.4940319483102","7.28","4.0659680516898"
"495","registration-arrangement_registrace-zařízení","registration-arrangement","registration","arrangement","registrace-zařízení","registrace","zařízení",7,"3",2,"2",7,7,2,0,"9",7,3,5,7,"2.3","6","7",3,"4","4",2,5,2,"2.5",2,5,"7.88870206339669","6.12","4.35129793660331"
"496","registration-arrangement_registrace-domluva","registration-arrangement","registration","arrangement","registrace-domluva","registrace","domluva",3,"3",2,"6",5,0,7,0,"4",6,1,5,6,"3.1","2","4",3,"1","4",4,3,1,"3",0,5,"7.05700739527247",5,"2.94299260472753"
"497","report-gain_zpráva-výtěžek","report-gain","report","gain","zpráva-výtěžek","zpráva","výtěžek",2,"3.5",1,"2",6,0,8,2,"3",2,1,4,3,"1.4","4","3",1,"6.5","1",2,4,1,"0",0,0,"5.38082594444959","3.8","2.21917405555041"
"498","report-gain_zpráva-výnos","report-gain","report","gain","zpráva-výnos","zpráva","výnos",4,"0",2,"1",0,1,9,1,"9",4,2,4,6,"5.7","4","3",4,"6","4",2,6,3,"7",1,0,"10.0074564181994","6.28","2.55254358180057"
"499","report-gain_zpráva-zisk","report-gain","report","gain","zpráva-zisk","zpráva","zisk",2,"2",5,"4",2,0,6,0,"3",6,1,7,5,"3.1","2","3",3,"4","4",2,1,2,"0.5",0,0,"6.51788567625816","4.44","2.36211432374184"
"500","report-gain_reportáž-nárůst","report-gain","report","gain","reportáž-nárůst","reportáž","nárůst",6,"0",1,"1",6,0,0,0,"3",6,1,0,3,"7","0","5",2,"4","6",3,7,0,"0",3,2,"9.62188558435504","5.24","0.858114415644962"
"501","rock-jazz_rock-jazz","rock-jazz","rock","jazz","rock-jazz","rock","jazz",9,"5",7,"7",7,8,10,3,"9.5",8,6,8,10,"8.7","9","8.5",8,"7","8",6,10,8,"8.75",7,8,"17.6685378048069","12.32","6.97146219519314"
"502","rooster-voyage_kohout-putování","rooster-voyage","rooster","voyage","kohout-putování","kohout","putování",0,"0",0,"1",1,0,0,0,"1",1,1,1,3,"6","1","1",1,"3.5","3",0,0,0,"0.5",0,0,"6.89251451243635","3.12","-0.652514512436355"
"503","rooster-voyage_kohout-plavba","rooster-voyage","rooster","voyage","kohout-plavba","kohout","plavba",0,"0",0,"1",0,0,0,0,"1",3,1,0,3,"2","3","1",1,"2","4",0,0,0,"0",0,0,"3.28142613119459","1.88","0.478573868805408"
"504","rooster-voyage_kohout-výprava","rooster-voyage","rooster","voyage","kohout-výprava","kohout","výprava",0,"0",0,"1",0,0,0,0,"0",2,1,0,1,"2","1","3",2,"1","3",0,0,0,"1",0,0,"3.05792603200624","1.68","0.302073967993761"
"505","rooster-voyage_kohout-cesta","rooster-voyage","rooster","voyage","kohout-cesta","kohout","cesta",0,"0",0,"2",0,0,1,0,"1",5,1,0,4,"4","0","4",2,"2","4",0,4,0,"1",0,0,"5.88684664900835","3.16","0.43315335099165"
"506","seafood-food_krevety-jídlo","seafood-food","seafood","food","krevety-jídlo","krevety","jídlo",7,"8",7,"8",9,7,10,2,"9",7,8,9,8,"9.5","5","7.5",9,"9","8",7,9,9,"7",7,8,"18.9085819065284","12.8","6.69141809347158"
"507","seafood-food_ryby-jídlo","seafood-food","seafood","food","ryby-jídlo","ryby","jídlo",7,"6",7,"6",8,6,10,1,"10",7,6,8,8,"8.6","7","6",5,"5","7",5,10,8,"5",7,7,"15.62311669316","10.36","5.09688330683997"
"508","seafood-food_mořské plody-jídlo","seafood-food","seafood","food","mořské plody-jídlo","mořské plody","jídlo",9,"5",6,"6",8,6,10,1,"9.5",6,5,8,8,"7","7","6",7,"6","7",6,10,7,"5",6,8,"14.1556560157596","10.2","6.24434398424036"
"509","seafood-food_rybí-jídlo","seafood-food","seafood","food","rybí-jídlo","rybí","jídlo",7,"4",4,"7",6,9,10,0,"9",6,5,8,9,"7","5","5",6,"3","7",7,2,7,"5.5",5,6,"13.2496614055816","9.2","5.15033859441837"
"510","seafood-lobster_mořské plody-humr","seafood-lobster","seafood","lobster","mořské plody-humr","mořské plody","humr",8,"6",8,"8",10,9,10,6,"9.5",8,6,9,9,"8.5","5","9",7,"8","7",5,9,8,"8.75",7,7,"17.6586849503177","12.44","7.22131504968232"
"511","seafood-lobster_rybí-humr","seafood-lobster","seafood","lobster","rybí-humr","rybí","humr",9,"7",7,"7",0,6,9,3,"10",7,6,7,4,"7.8","8","6.5",4,"3","7",4,9,7,"8",7,7,"14.656274343947","9.84","5.02372565605302"
"512","seafood-lobster_ryby-humr","seafood-lobster","seafood","lobster","ryby-humr","ryby","humr",8,"6",7,"6",8,6,10,2,"8",7,6,8,9,"7","8","7",3,"4","7",6,10,8,"7",7,8,"14.3842687287496","10.4","6.41573127125036"
"513","seafood-lobster_krevety-humr","seafood-lobster","seafood","lobster","krevety-humr","krevety","humr",9,"5",7,"7",7,9,10,3,"9",8,6,9,8,"8.6","8","9",6,"5","8",6,10,8,"8.5",7,8,"17.1804721683804","11.92","6.6595278316196"
"514","seafood-sea_ryby-moře","seafood-sea","seafood","sea","ryby-moře","ryby","moře",7,"6",6,"7",8,9,10,8,"9",7,7,8,8,"9.6","6","6",7,"9","7",7,10,9,"8.5",7,7,"18.9508700704148","12.76","6.56912992958521"
"515","seafood-sea_rybí-moře","seafood-sea","seafood","sea","rybí-moře","rybí","moře",7,"7",7,"7",1,2,10,5,"9",6,5,7,8,"8.7","7","5.5",6,"4","7",5,10,7,"8",7,7,"16.1643124758125","10.72","5.27568752418749"
"516","seafood-sea_mořské plody-moře","seafood-sea","seafood","sea","mořské plody-moře","mořské plody","moře",9,"6",7,"8",8,9,10,6,"9",7,6,9,8,"9.8","7","8",9,"7","8",7,10,8,"7.5",7,7,"18.9271784983169","12.72","6.51282150168307"
"517","seafood-sea_krevety-moře","seafood-sea","seafood","sea","krevety-moře","krevety","moře",8,"7",6,"7",7,7,10,3,"9",6,5,7,8,"7","7","6",6,"5.5","7",7,10,8,"4.5",6,7,"14.2149982039022","10.28","6.34500179609776"
"518","secretary-senate_tajemník-senát","secretary-senate","secretary","senate","tajemník-senát","tajemník","senát",3,"1",4,"8",8,8,4,5,"3",6,5,4,3,"7","2","4",7,"6","5",7,0,4,"6",4,6,"12.2146001265978",8,"3.78539987340219"
"519","secretary-senate_ministr-senát","secretary-senate","secretary","senate","ministr-senát","ministr","senát",7,"6",6,"7",8,6,10,7,"8",6,3,8,8,"8","8","7",8,"6","5",7,10,5,"7",6,7,"15.6922047913633","10.92","6.14779520863668"
"520","secretary-senate_sekretářka-senát","secretary-senate","secretary","senate","sekretářka-senát","sekretářka","senát",7,"0",6,"2",7,0,9,3,"8",4,3,5,3,"2","5","4",2,"4","4",4,4,3,"3",1,0,"6.79035282943486","5.24","3.68964717056514"
"521","seven-series_sedm-série","seven-series","seven","series","sedm-série","sedm","série",5,"2",5,"1",1,5,1,0,"6",6,3,6,4,"7","2","2",4,"3","5",3,2,2,"1",5,5,"10.2826569980767","6.08","1.87734300192333"
"523","shore-woodland_břeh-zalesnění","shore-woodland","shore","woodland","břeh-zalesnění","břeh","zalesnění",8,"0",1,"4",5,5,4,0,"5",3,2,5,2,"3.5","2","5",4,"4","6",3,2,3,"4",4,0,"7.82342308683534","5.44","3.05657691316466"
"524","shore-woodland_břeh-lesík","shore-woodland","shore","woodland","břeh-lesík","břeh","lesík",6,"0",3,"4",6,3,9,0,"8",5,4,6,7,"7.9","5","5",2,"2","7",3,10,5,"6",5,4,"13.0740438012289","8.16","3.24595619877111"
"525","shore-woodland_břeh-zálesí","shore-woodland","shore","woodland","břeh-zálesí","břeh","zálesí",3,"1",1,"2",0,0,6,0,"6",5,3,6,6,"7","4","5",4,"1","7",2,8,3,"3",0,2,"10.3420941146556","6.04","1.73790588534442"
"526","shower-flood_přeháňka-povodeň","shower-flood","shower","flood","přeháňka-povodeň","přeháňka","povodeň",6,"6",7,"8",6,5,10,4,"4",7,7,8,4,"7.3","6","6",7,"4.5","7",6,10,6,"7",6,9,"14.4042774659207","10.16","5.91572253407931"
